age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
31,M,6179,Marie,Consulting,TechLead,1,10,10,2,4,3,2,3,4,2,3,Oui,0.15,Oui,2,3,22,4,TransformationDigitale,Occasionnel,6,7
39,M,6120,Marie,Commercial,CadreCommercial,3,8,5,4,1,2,2,4,4,4,3,Oui,0.12,Non,2,2,21,4,InfraCloud,Occasionnel,1,4
51,M,10596,Marie,Commercial,CadreCommercial,2,14,4,2,2,3,3,2,2,3,3,Non,0.11,Non,0,5,2,3,Marketing,Frequent,3,2
41,F,5467,Divorce,Consulting,AssistantdeDirection,3,12,6,2,4,3,2,4,1,2,3,Oui,0.14,Non,2,4,22,3,InfraCloud,Frequent,3,3
37,M,2996,Marie,Consulting,AssistantdeDirection,7,8,6,4,3,3,1,3,4,3,3,Oui,0.15,Non,0,2,4,1,InfraCloud,Occasionnel,1,3
33,M,9998,Marie,Commercial,CadreCommercial,6,8,5,4,2,3,2,4,1,4,3,Non,0.13,Non,0,2,5,1,InfraCloud,Frequent,1,2
32,M,4078,Marie,Commercial,CadreCommercial,0,4,3,2,3,3,2,2,1,2,3,Oui,0.13,Non,3,3,2,1,Marketing,Occasionnel,1,2
39,M,10920,Marie,Consulting,Manager,3,13,6,4,3,3,3,3,2,3,4,Non,0.21,Non,1,2,25,2,InfraCloud,Aucun,0,5
25,M,6232,Marie,Commercial,CadreCommercial,2,6,3,2,1,4,2,3,2,2,3,Non,0.11,Non,0,3,18,1,InfraCloud,Occasionnel,1,2
52,F,13247,Marie,Consulting,TechLead,2,24,5,3,4,4,4,3,2,2,3,Oui,0.11,Non,1,3,28,2,TransformationDigitale,Frequent,0,2
43,F,4081,Celibataire,Consulting,AssistantdeDirection,1,20,20,7,1,2,2,3,1,1,3,Oui,0.14,Non,0,3,6,3,TransformationDigitale,Occasionnel,1,8
27,F,5769,Marie,Commercial,CadreCommercial,1,6,6,2,4,2,2,4,4,3,3,Oui,0.11,Non,0,3,10,3,Marketing,Occasionnel,4,4
27,F,2394,Celibataire,Consulting,AssistantdeDirection,1,8,8,2,4,3,1,3,4,3,3,Oui,0.13,Oui,0,2,17,4,InfraCloud,Occasionnel,7,7
26,M,3904,Celibataire,Consulting,AssistantdeDirection,0,5,4,3,1,2,1,4,4,3,3,Non,0.12,Non,0,2,2,1,TransformationDigitale,Occasionnel,1,1
42,F,16799,Marie,RessourcesHumaines,SeniorManager,0,21,20,7,3,3,4,1,3,3,3,Non,0.14,Non,1,5,10,3,RessourcesHumaines,Occasionnel,0,9
52,F,2950,Marie,Consulting,Consultant,9,12,5,4,3,3,1,1,3,1,3,Non,0.13,Non,0,2,8,4,Autre,Occasionnel,0,4
37,F,3629,Celibataire,Consulting,Consultant,4,8,3,2,1,3,1,3,1,3,3,Non,0.18,Non,0,6,11,3,TransformationDigitale,Occasionnel,0,2
35,M,9362,Celibataire,Consulting,TechLead,2,10,2,2,3,3,3,4,3,3,3,Non,0.11,Non,0,2,18,2,InfraCloud,Frequent,2,2
25,M,3229,Marie,Consulting,Consultant,4,7,3,2,1,3,1,4,2,2,3,Non,0.11,Non,1,2,1,3,Entrepreunariat,Occasionnel,0,2
26,M,3578,Celibataire,Consulting,Consultant,0,8,7,7,3,4,1,1,4,3,3,Non,0.12,Non,0,2,7,3,Autre,Occasionnel,0,7
29,M,7988,Celibataire,RessourcesHumaines,RessourcesHumaines,1,10,10,9,2,2,3,1,1,2,3,Non,0.13,Non,0,3,17,3,Autre,Occasionnel,0,9
49,M,4284,Celibataire,Consulting,Consultant,3,20,4,3,1,2,2,1,1,3,4,Non,0.2,Oui,0,2,28,2,InfraCloud,Frequent,1,3
29,F,7553,Celibataire,Consulting,Manager,0,9,8,7,3,3,3,4,1,3,3,Oui,0.12,Oui,0,1,14,1,Autre,Frequent,7,7
54,F,17328,Celibataire,Consulting,DirecteurTechnique,6,29,20,7,4,3,4,4,4,2,3,Non,0.19,Non,0,3,1,3,TransformationDigitale,Occasionnel,12,7
58,F,19701,Marie,Consulting,DirecteurTechnique,3,32,9,8,4,3,5,1,3,3,4,Oui,0.21,Non,1,3,1,3,TransformationDigitale,Occasionnel,1,5
55,M,14732,Divorce,Consulting,DirecteurTechnique,2,31,7,7,2,4,4,4,4,4,3,Non,0.13,Non,2,4,1,4,TransformationDigitale,Occasionnel,0,0
36,F,9278,Celibataire,Commercial,CadreCommercial,3,15,5,4,1,3,2,2,4,3,3,Oui,0.16,Non,0,3,3,4,Marketing,Occasionnel,0,1
31,F,1359,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,2,1,1,3,2,3,3,Non,0.12,Oui,0,3,1,4,InfraCloud,Frequent,0,0
30,F,4779,Divorce,Commercial,CadreCommercial,7,8,3,2,4,3,2,1,2,3,3,Non,0.14,Non,2,3,7,4,Marketing,Occasionnel,0,2
31,F,16422,Celibataire,Consulting,DirecteurTechnique,3,9,3,2,1,3,4,2,3,4,3,Non,0.11,Non,0,3,8,5,InfraCloud,Occasionnel,1,0
34,M,2996,Divorce,Consulting,AssistantdeDirection,5,10,4,3,4,3,1,1,3,3,3,Non,0.14,Non,2,2,1,4,Autre,Frequent,1,3
31,F,1261,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,1,2,1,2,3,4,3,Non,0.12,Oui,0,3,8,3,InfraCloud,Occasionnel,0,0
27,M,2099,Marie,Consulting,Consultant,0,6,5,0,2,3,1,1,2,4,3,Non,0.14,Non,0,3,11,1,InfraCloud,Occasionnel,1,4
36,M,5810,Celibataire,Consulting,Consultant,1,10,10,4,1,2,2,4,3,2,3,Non,0.16,Non,0,2,4,4,InfraCloud,Occasionnel,1,8
36,F,5647,Marie,Commercial,CadreCommercial,4,11,3,2,3,2,2,1,1,2,3,Non,0.13,Non,2,3,16,4,Marketing,Occasionnel,0,2
47,M,3420,Marie,Consulting,AssistantdeDirection,7,17,6,5,1,3,1,4,3,2,3,Non,0.12,Non,1,2,1,3,Entrepreunariat,Occasionnel,1,2
25,M,4400,Marie,Commercial,ReprésentantCommercial,3,6,3,2,1,2,1,1,1,3,3,Non,0.12,Oui,0,2,9,2,InfraCloud,Occasionnel,2,2
37,M,3500,Celibataire,Consulting,Consultant,0,7,6,5,3,4,1,3,1,1,3,Non,0.14,Non,0,2,5,2,Entrepreunariat,Aucun,1,3
56,F,2066,Marie,Consulting,AssistantdeDirection,2,5,3,2,1,3,1,1,4,4,4,Non,0.22,Non,1,3,1,2,InfraCloud,Occasionnel,1,0
47,F,17169,Marie,Consulting,DirecteurTechnique,3,26,20,17,1,3,4,3,2,4,3,Non,0.19,Non,2,2,2,4,TransformationDigitale,Occasionnel,5,6
24,F,4162,Marie,Commercial,CadreCommercial,1,5,5,4,4,3,2,3,3,3,3,Oui,0.12,Non,2,3,4,1,TransformationDigitale,Occasionnel,0,3
32,M,9204,Marie,Commercial,CadreCommercial,4,7,4,3,4,3,2,4,3,2,3,Non,0.12,Non,1,3,7,5,Marketing,Occasionnel,0,3
34,F,3294,Marie,Consulting,Consultant,5,7,5,4,4,2,1,2,1,2,3,Non,0.17,Non,1,2,1,3,InfraCloud,Occasionnel,0,2
41,M,2127,Marie,Consulting,AssistantdeDirection,2,7,4,2,2,4,1,3,1,2,3,Oui,0.12,Non,0,5,5,5,TransformationDigitale,Occasionnel,0,3
40,M,3975,Divorce,Consulting,Consultant,3,11,8,7,3,3,2,3,3,4,3,Non,0.11,Non,2,2,9,4,Autre,Aucun,0,7
31,M,10793,Divorce,Commercial,CadreCommercial,1,13,13,7,1,3,3,4,1,3,3,Non,0.18,Non,1,5,8,2,InfraCloud,Occasionnel,9,9
46,M,10096,Divorce,Commercial,CadreCommercial,4,28,7,7,1,3,3,4,1,4,3,Non,0.11,Oui,1,1,9,3,Marketing,Occasionnel,4,3
39,F,3646,Celibataire,Consulting,Consultant,2,11,1,0,1,2,1,1,2,4,4,Oui,0.23,Oui,0,2,2,3,InfraCloud,Aucun,0,0
31,F,7446,Celibataire,Consulting,TechLead,1,10,10,8,3,4,3,2,1,3,3,Non,0.11,Oui,0,2,1,5,InfraCloud,Frequent,4,7
45,M,10851,Divorce,Consulting,Manager,2,24,7,7,2,1,3,1,2,3,3,Oui,0.18,Non,1,2,20,3,TransformationDigitale,Occasionnel,0,7
31,F,2109,Celibataire,RessourcesHumaines,RessourcesHumaines,9,8,3,2,4,4,1,2,4,3,3,Non,0.18,Non,0,3,8,2,TransformationDigitale,Occasionnel,0,2
31,M,3722,Marie,Consulting,Consultant,6,7,2,2,2,3,1,4,3,1,3,Oui,0.13,Oui,1,2,2,3,InfraCloud,Frequent,2,2
45,M,9380,Marie,Consulting,TechLead,4,10,3,1,2,3,3,4,4,4,3,Oui,0.18,Non,2,4,29,3,Entrepreunariat,Occasionnel,1,2
48,M,5486,Divorce,Commercial,CadreCommercial,4,15,2,2,3,3,2,1,1,3,3,Non,0.11,Non,3,3,7,3,Marketing,Occasionnel,2,2
34,F,2742,Marie,RessourcesHumaines,RessourcesHumaines,1,2,2,2,1,3,1,3,4,3,3,Non,0.15,Oui,0,0,9,4,Entrepreunariat,Occasionnel,2,2
40,M,13757,Divorce,Consulting,DirecteurTechnique,2,16,9,8,4,2,3,2,3,3,3,Non,0.11,Non,1,5,8,1,TransformationDigitale,Aucun,4,8
28,M,8463,Celibataire,Commercial,CadreCommercial,0,6,5,4,4,3,2,1,4,3,3,Non,0.18,Non,0,4,5,3,TransformationDigitale,Occasionnel,1,3
44,M,3162,Celibataire,Consulting,Consultant,3,7,5,2,3,2,1,3,4,3,3,Non,0.14,Non,0,5,5,3,InfraCloud,Aucun,0,3
53,M,16598,Celibataire,Consulting,DirecteurTechnique,4,35,9,8,4,4,4,2,2,2,3,Non,0.12,Non,0,2,2,3,TransformationDigitale,Occasionnel,8,8
49,M,6651,Marie,Consulting,Manager,2,20,3,2,1,3,2,3,2,2,3,Non,0.14,Non,1,0,5,4,Entrepreunariat,Occasionnel,1,2
40,M,2345,Divorce,Consulting,AssistantdeDirection,2,8,3,1,3,3,1,3,3,4,3,Non,0.14,Non,1,3,2,3,TransformationDigitale,Occasionnel,1,2
44,M,3420,Celibataire,Consulting,AssistantdeDirection,1,6,5,2,4,3,1,2,3,2,3,Non,0.13,Non,0,3,20,3,InfraCloud,Occasionnel,1,3
33,M,4373,Marie,Commercial,CadreCommercial,0,5,4,3,4,3,2,1,1,3,3,Non,0.14,Non,2,2,7,3,TransformationDigitale,Frequent,0,3
34,M,4759,Celibataire,Commercial,CadreCommercial,3,15,13,9,4,1,2,1,4,3,3,Non,0.18,Non,0,2,3,3,Autre,Occasionnel,3,12
30,M,5301,Marie,Commercial,CadreCommercial,8,4,2,1,4,3,2,3,3,2,3,Non,0.15,Non,2,2,16,1,InfraCloud,Occasionnel,2,2
42,F,3673,Celibataire,Consulting,Consultant,1,12,12,9,1,3,1,4,3,3,3,Non,0.13,Non,0,3,9,2,TransformationDigitale,Frequent,5,8
44,F,4768,Marie,Commercial,CadreCommercial,7,11,1,0,1,3,2,3,3,2,3,Non,0.12,Non,1,4,1,5,Marketing,Frequent,0,0
30,M,1274,Divorce,Consulting,AssistantdeDirection,1,1,1,0,3,3,1,3,2,2,3,Non,0.13,Non,2,2,7,3,Entrepreunariat,Aucun,0,0
57,M,4900,Marie,Consulting,AssistantdeDirection,0,13,12,9,2,4,2,3,1,2,4,Non,0.24,Non,1,2,1,2,InfraCloud,Occasionnel,2,8
49,M,10466,Divorce,Consulting,Manager,3,29,8,7,3,3,3,2,2,3,3,Non,0.14,Non,2,3,7,4,InfraCloud,Occasionnel,0,7
34,M,17007,Divorce,Consulting,DirecteurTechnique,7,16,14,8,2,3,4,1,4,2,3,Non,0.14,Non,2,3,15,3,TransformationDigitale,Frequent,6,9
28,M,2909,Marie,Commercial,ReprésentantCommercial,3,5,3,2,1,3,1,3,4,4,3,Non,0.15,Oui,1,3,1,3,Entrepreunariat,Frequent,1,2
29,F,5765,Celibataire,Commercial,CadreCommercial,5,7,5,3,1,3,2,2,1,1,3,Non,0.11,Oui,0,4,13,3,Entrepreunariat,Frequent,0,0
34,F,4599,Celibataire,Commercial,CadreCommercial,0,16,15,9,1,2,2,2,3,4,4,Oui,0.23,Oui,0,2,24,4,TransformationDigitale,Occasionnel,10,10
35,M,2404,Marie,Commercial,ReprésentantCommercial,1,1,1,0,4,3,1,3,1,3,3,Non,0.13,Non,1,3,7,1,InfraCloud,Occasionnel,0,0
24,M,3172,Celibataire,Consulting,Consultant,2,4,0,0,2,3,1,1,3,2,3,Oui,0.11,Oui,0,2,9,3,TransformationDigitale,Frequent,0,0
24,F,2033,Marie,Commercial,ReprésentantCommercial,1,1,1,0,4,3,1,2,3,3,3,Non,0.13,Non,1,2,13,2,InfraCloud,Aucun,0,0
44,M,10209,Celibataire,Consulting,TechLead,5,16,2,2,2,3,3,3,2,2,3,Oui,0.18,Non,0,2,2,1,TransformationDigitale,Frequent,2,2
29,M,8620,Divorce,Commercial,CadreCommercial,1,10,10,7,3,2,2,3,3,3,3,Non,0.14,Non,2,3,19,3,InfraCloud,Occasionnel,0,4
30,M,2064,Divorce,RessourcesHumaines,RessourcesHumaines,0,6,5,3,3,3,1,3,1,4,4,Non,0.21,Non,1,3,1,3,InfraCloud,Occasionnel,1,3
55,M,4035,Marie,Consulting,Manager,0,4,3,2,4,3,2,3,2,3,3,Oui,0.16,Non,0,2,4,4,InfraCloud,Occasionnel,1,2
33,F,3838,Marie,Consulting,Consultant,8,8,5,4,1,2,1,2,4,3,3,Non,0.11,Non,0,5,4,4,TransformationDigitale,Occasionnel,0,2
47,F,4591,Marie,Commercial,CadreCommercial,3,11,5,4,3,3,2,3,3,2,3,Oui,0.17,Non,1,4,14,3,TransformationDigitale,Occasionnel,1,2
28,M,2561,Celibataire,Consulting,Consultant,7,8,0,0,3,2,1,1,3,2,3,Non,0.11,Oui,0,2,2,2,TransformationDigitale,Frequent,0,0
28,M,1563,Divorce,Consulting,AssistantdeDirection,1,1,1,0,1,2,1,3,4,1,3,Non,0.14,Non,1,2,1,3,InfraCloud,Occasionnel,0,0
28,M,4898,Celibataire,Commercial,CadreCommercial,0,5,4,2,3,3,2,1,4,3,3,Non,0.14,Non,0,5,7,3,InfraCloud,Frequent,1,3
49,F,4789,Marie,Consulting,Consultant,4,10,3,2,3,2,2,1,1,3,4,Non,0.25,Non,1,3,3,2,TransformationDigitale,Occasionnel,1,2
29,F,3180,Marie,Consulting,Consultant,0,4,3,2,4,3,1,2,3,3,3,Non,0.13,Non,3,3,2,1,InfraCloud,Frequent,0,2
28,M,6549,Marie,Consulting,TechLead,1,8,8,6,3,1,2,2,2,2,3,Non,0.14,Non,2,2,29,1,InfraCloud,Occasionnel,1,7
33,M,6388,Celibataire,Consulting,Manager,2,14,0,0,4,3,2,3,1,3,3,Oui,0.17,Non,0,6,8,5,InfraCloud,Occasionnel,0,0
32,M,11244,Celibataire,Consulting,SeniorManager,2,10,5,2,3,3,3,4,2,4,4,Non,0.25,Non,0,5,10,3,TransformationDigitale,Occasionnel,0,0
54,F,16032,Divorce,Consulting,SeniorManager,3,26,14,9,2,3,4,4,1,3,4,Non,0.2,Non,1,2,11,4,TransformationDigitale,Frequent,1,12
29,M,2362,Celibataire,Consulting,AssistantdeDirection,6,11,9,7,1,2,1,1,3,1,3,Non,0.13,Oui,0,2,1,4,Entrepreunariat,Occasionnel,0,7
44,M,16328,Marie,Consulting,DirecteurTechnique,3,24,20,6,4,3,4,1,3,4,3,Non,0.13,Non,1,1,28,3,InfraCloud,Occasionnel,14,17
39,F,8376,Celibataire,Consulting,TechLead,4,9,2,0,2,3,3,2,4,3,3,Non,0.18,Non,0,3,6,3,InfraCloud,Occasionnel,2,2
46,F,16606,Marie,Commercial,SeniorManager,8,23,13,12,3,3,4,2,4,4,3,Non,0.12,Non,1,2,3,3,InfraCloud,Occasionnel,5,1
35,F,8606,Celibataire,Consulting,Manager,1,11,11,8,4,2,3,2,4,1,3,Non,0.19,Non,0,3,16,3,InfraCloud,Occasionnel,3,3
23,M,2272,Celibataire,Consulting,Consultant,0,5,4,3,1,3,2,3,2,3,3,Non,0.14,Non,0,2,20,1,InfraCloud,Occasionnel,1,2
40,M,2018,Celibataire,Consulting,Consultant,3,15,5,4,4,3,1,1,2,1,3,Non,0.14,Oui,0,3,9,4,InfraCloud,Occasionnel,1,0
34,M,7083,Marie,Commercial,CadreCommercial,1,10,10,9,4,2,3,3,4,3,3,Oui,0.14,Non,0,3,1,3,Entrepreunariat,Occasionnel,8,6
31,F,4084,Celibataire,Consulting,AssistantdeDirection,1,7,7,2,4,3,1,3,1,1,3,Non,0.12,Oui,0,2,3,3,InfraCloud,Frequent,7,7
50,M,14411,Celibataire,Consulting,DirecteurTechnique,1,32,32,6,3,1,4,4,4,3,3,Oui,0.13,Non,0,2,22,5,TransformationDigitale,Frequent,13,9
34,M,2308,Marie,Commercial,ReprésentantCommercial,0,12,11,10,2,3,1,3,2,3,4,Oui,0.25,Non,1,4,7,2,Entrepreunariat,Occasionnel,5,7
42,M,4841,Marie,Consulting,Consultant,4,4,1,0,3,2,1,2,2,3,3,Non,0.14,Non,1,3,2,3,TransformationDigitale,Occasionnel,0,0
37,M,4285,Marie,Consulting,AssistantdeDirection,1,10,10,8,1,3,2,4,1,3,3,Non,0.17,Non,0,2,13,3,TransformationDigitale,Occasionnel,3,7
29,F,9715,Marie,Consulting,Manager,3,9,7,7,3,1,2,1,3,3,3,Non,0.13,Non,1,3,8,1,Autre,Occasionnel,0,7
33,M,4320,Celibataire,Consulting,TechLead,1,5,5,3,4,2,2,2,4,3,3,Non,0.13,Non,0,2,25,3,InfraCloud,Occasionnel,0,2
45,M,2132,Marie,Consulting,AssistantdeDirection,4,8,5,4,4,3,1,4,4,3,4,Non,0.2,Non,1,3,28,3,Entrepreunariat,Occasionnel,0,3
42,M,10124,Marie,Consulting,Manager,2,24,20,8,4,3,3,4,3,1,3,Oui,0.14,Non,1,3,2,3,InfraCloud,Frequent,13,9
40,M,5473,Marie,Commercial,CadreCommercial,0,9,8,4,1,3,2,1,4,4,3,Non,0.12,Non,0,5,9,2,TransformationDigitale,Occasionnel,7,1
33,M,5207,Marie,Consulting,Consultant,1,15,15,14,2,3,2,3,2,3,3,Oui,0.12,Non,1,3,28,4,InfraCloud,Occasionnel,5,7
40,M,16437,Celibataire,RessourcesHumaines,SeniorManager,1,21,21,7,3,3,4,4,4,3,4,Oui,0.21,Non,0,2,6,2,TransformationDigitale,Occasionnel,7,7
24,M,2296,Divorce,Consulting,Consultant,0,2,1,1,3,2,1,1,2,3,3,Non,0.14,Non,3,3,21,2,Entrepreunariat,Occasionnel,0,0
40,M,4069,Divorce,Consulting,Manager,3,8,2,2,4,3,2,4,3,3,3,Oui,0.18,Non,0,2,8,2,InfraCloud,Aucun,2,2
45,M,7441,Divorce,Consulting,Manager,1,10,10,8,1,3,3,2,1,3,3,Non,0.12,Non,3,4,1,4,Entrepreunariat,Occasionnel,7,7
35,F,2430,Marie,Commercial,ReprésentantCommercial,0,6,5,3,2,2,1,3,1,3,4,Non,0.23,Non,2,5,28,4,InfraCloud,Occasionnel,4,2
32,F,5878,Marie,Consulting,AssistantdeDirection,3,12,7,1,4,2,2,2,1,3,3,Non,0.12,Non,1,2,5,2,InfraCloud,Occasionnel,2,5
36,M,2644,Celibataire,Commercial,ReprésentantCommercial,3,7,3,2,3,3,1,4,4,2,4,Oui,0.21,Non,0,3,2,4,InfraCloud,Occasionnel,1,2
48,F,6439,Divorce,Commercial,CadreCommercial,8,18,8,7,3,3,2,3,3,3,3,Non,0.14,Non,1,2,16,4,InfraCloud,Occasionnel,7,7
29,M,2451,Marie,Consulting,AssistantdeDirection,6,5,1,0,3,4,1,3,1,2,3,Non,0.18,Non,2,2,9,3,InfraCloud,Occasionnel,0,0
33,M,6392,Marie,Commercial,CadreCommercial,2,8,2,2,1,3,2,1,4,1,3,Non,0.13,Non,1,6,8,4,InfraCloud,Occasionnel,2,2
30,M,9714,Marie,Commercial,CadreCommercial,1,10,10,8,2,2,2,1,4,3,3,Non,0.11,Oui,1,4,1,3,InfraCloud,Occasionnel,6,7
38,M,6077,Marie,RessourcesHumaines,RessourcesHumaines,3,10,6,3,3,3,2,3,3,3,3,Non,0.11,Non,0,2,10,4,RessourcesHumaines,Frequent,1,2
35,M,2450,Celibataire,Consulting,Consultant,1,3,3,0,4,2,1,1,2,3,3,Non,0.19,Non,0,3,1,3,TransformationDigitale,Occasionnel,1,2
30,M,9250,Marie,Commercial,CadreCommercial,3,9,4,2,3,3,3,2,2,3,3,Non,0.12,Non,1,3,29,4,Entrepreunariat,Occasionnel,1,3
35,F,2074,Divorce,Consulting,Consultant,1,1,1,0,1,3,1,1,4,3,3,Oui,0.12,Oui,1,2,2,3,InfraCloud,Occasionnel,0,0
53,F,10169,Marie,Consulting,TechLead,0,34,33,7,3,2,3,4,2,3,3,Non,0.16,Oui,1,4,2,5,Entrepreunariat,Occasionnel,1,9
38,M,4855,Marie,Consulting,TechLead,4,7,5,2,3,3,2,2,1,3,3,Non,0.11,Oui,2,2,2,3,TransformationDigitale,Occasionnel,1,4
32,M,4087,Marie,Consulting,AssistantdeDirection,4,9,6,5,4,3,2,1,2,2,3,Non,0.14,Non,1,3,1,4,Entrepreunariat,Aucun,1,2
48,F,2367,Marie,Consulting,AssistantdeDirection,8,10,8,2,3,3,1,1,4,2,3,Non,0.12,Non,1,3,15,4,Autre,Occasionnel,7,6
34,M,2972,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,1,3,1,4,3,1,3,Non,0.13,Non,0,4,7,4,TransformationDigitale,Occasionnel,0,0
55,M,19586,Marie,Commercial,SeniorManager,1,36,36,6,3,2,5,4,3,3,4,Non,0.21,Non,1,3,26,5,Marketing,Occasionnel,2,13
34,M,5484,Marie,Consulting,AssistantdeDirection,9,9,2,2,2,3,2,4,2,2,3,Non,0.17,Non,1,3,1,4,InfraCloud,Occasionnel,2,1
26,F,2061,Marie,Consulting,AssistantdeDirection,1,1,1,0,1,3,1,4,1,3,4,Non,0.21,Non,0,5,3,3,InfraCloud,Occasionnel,0,0
38,M,9924,Marie,Commercial,CadreCommercial,0,10,9,8,3,3,2,2,4,3,3,Non,0.11,Non,1,3,14,3,InfraCloud,Occasionnel,7,7
38,F,4198,Celibataire,Commercial,CadreCommercial,2,8,3,2,2,3,2,2,2,4,3,Non,0.12,Non,0,5,16,3,InfraCloud,Occasionnel,1,2
36,F,6815,Celibataire,Commercial,CadreCommercial,6,15,1,0,2,3,2,3,1,3,3,Non,0.13,Non,0,5,1,4,InfraCloud,Occasionnel,0,0
29,M,4723,Celibataire,Consulting,Consultant,1,10,10,9,2,3,1,1,4,3,3,Oui,0.18,Non,0,3,3,1,TransformationDigitale,Occasionnel,1,5
35,F,6142,Celibataire,Consulting,Manager,3,10,5,2,1,3,2,3,3,3,3,Oui,0.16,Non,0,4,10,4,TransformationDigitale,Occasionnel,0,4
39,M,8237,Marie,Commercial,CadreCommercial,2,11,7,6,4,4,3,3,1,3,3,Non,0.11,Non,1,3,6,3,TransformationDigitale,Occasionnel,7,6
29,M,8853,Divorce,Consulting,Manager,1,6,6,4,1,3,2,4,4,4,3,Non,0.19,Non,1,0,2,1,InfraCloud,Frequent,1,3
50,M,19331,Marie,Commercial,SeniorManager,4,27,1,0,3,3,5,3,3,3,3,Oui,0.16,Non,1,2,9,3,Marketing,Occasionnel,0,0
23,M,2073,Marie,Consulting,AssistantdeDirection,2,4,2,2,4,4,1,3,4,3,3,Non,0.16,Non,1,2,10,3,Entrepreunariat,Occasionnel,2,2
36,M,5562,Marie,Consulting,Consultant,3,9,3,2,1,4,2,1,4,3,3,Oui,0.13,Non,1,3,6,4,InfraCloud,Frequent,0,2
42,M,19613,Celibataire,Consulting,SeniorManager,8,24,1,0,4,2,5,4,4,3,4,Non,0.22,Non,0,2,9,2,Autre,Occasionnel,0,1
35,M,3407,Marie,Consulting,Consultant,1,10,10,9,2,4,2,3,4,2,3,Non,0.17,Non,2,3,28,3,InfraCloud,Occasionnel,6,8
34,M,5063,Marie,Consulting,Manager,1,8,8,2,4,2,2,3,2,2,3,Non,0.14,Non,1,3,10,4,Entrepreunariat,Frequent,7,7
40,F,4639,Marie,Commercial,CadreCommercial,1,5,5,4,4,3,2,1,3,3,3,Non,0.15,Non,1,2,14,2,InfraCloud,Occasionnel,1,2
43,M,4876,Divorce,Consulting,Consultant,5,8,6,4,4,4,1,2,3,3,3,Non,0.12,Non,1,0,27,3,Entrepreunariat,Occasionnel,0,2
35,M,2690,Marie,Consulting,Consultant,1,1,1,0,3,2,1,4,4,2,3,Non,0.18,Non,1,5,7,2,InfraCloud,Occasionnel,0,1
46,M,17567,Celibataire,Commercial,SeniorManager,1,27,26,0,4,4,4,1,2,1,3,Non,0.15,Non,0,5,1,4,InfraCloud,Occasionnel,0,12
28,M,2408,Marie,Consulting,Consultant,1,1,1,1,3,3,1,2,3,3,3,Oui,0.17,Oui,3,3,24,3,TransformationDigitale,Occasionnel,0,0
22,F,2814,Marie,Consulting,AssistantdeDirection,1,4,4,2,2,2,1,3,2,2,3,Oui,0.14,Non,0,2,26,2,Autre,Aucun,1,3
50,M,11245,Marie,Consulting,Manager,2,32,30,8,2,3,4,3,3,3,3,Oui,0.15,Non,1,3,20,5,TransformationDigitale,Frequent,12,13
32,F,3312,Marie,Consulting,AssistantdeDirection,3,6,3,2,2,4,1,4,4,3,3,Non,0.17,Non,2,3,5,4,Autre,Occasionnel,0,2
44,F,19049,Divorce,Consulting,DirecteurTechnique,0,23,22,7,2,3,5,4,4,2,3,Oui,0.14,Non,1,4,7,3,TransformationDigitale,Occasionnel,1,10
30,M,2141,Marie,Consulting,AssistantdeDirection,1,6,6,4,2,2,1,2,2,2,3,Non,0.12,Non,1,3,7,3,TransformationDigitale,Occasionnel,1,1
45,F,5769,Celibataire,Consulting,Consultant,1,10,10,7,3,1,2,1,1,3,3,Oui,0.14,Non,0,3,5,5,TransformationDigitale,Occasionnel,1,4
45,M,4385,Marie,Commercial,CadreCommercial,1,10,10,7,1,2,2,1,1,3,3,Non,0.15,Non,1,2,26,3,Marketing,Aucun,4,5
31,M,5332,Celibataire,Commercial,CadreCommercial,7,10,5,2,4,3,2,1,4,3,3,Non,0.13,Non,0,3,2,4,Autre,Frequent,0,3
36,F,4663,Marie,Consulting,TechLead,9,7,3,2,3,3,2,3,2,3,3,Oui,0.12,Non,2,2,12,4,InfraCloud,Occasionnel,1,1
34,M,4724,Divorce,Consulting,TechLead,1,9,9,7,3,4,2,4,1,3,3,Non,0.13,Non,1,3,10,4,InfraCloud,Frequent,7,2
49,F,3211,Marie,Consulting,Consultant,1,10,9,6,3,3,1,1,4,2,3,Non,0.14,Non,1,3,25,4,InfraCloud,Occasionnel,1,4
39,M,5377,Marie,Consulting,TechLead,2,10,7,7,2,3,2,1,4,3,3,Non,0.13,Non,3,3,10,5,TransformationDigitale,Occasionnel,7,7
27,M,4066,Divorce,Consulting,Consultant,1,7,7,7,4,2,1,1,1,3,3,Non,0.11,Non,2,3,19,3,Autre,Occasionnel,0,7
